OBJECTID,Latitude,Longitude,Depth,Magnitude,Strike1,Dip1,Rake1,Strike2,Dip2,Rake2,T1_x,T1_y,T1_z,T1_az,T1_pl,T1_theta,P1_x,P1_y,P1_z,P1_az,P1_pl,P1_theta,B1_x,B1_y,B1_z,B1_az,B1_pl,B1_theta,tipo_falla1,T2_x,T2_y,T2_z,T2_az,T2_pl,T2_theta,P2_x,P2_y,P2_z,P2_az,P2_pl,P2_theta,B2_x,B2_y,B2_z,B2_az,B2_pl,B2_theta,tipo_falla2,ZONA
8,9.745,-84.807,19.6,2.8,29.5,29.7,-180,119.5,90,119.7,-0.78795116,-0.043273723,-0.614215234,266.856514,37.89491992,52.10508008,0.442917669,0.653118354,-0.614215234,34.14348602,37.89491992,52.10508008,-0.427734623,0.756018386,0.495458668,330.5,29.7,60.3,OBLICUA,-0.442917669,-0.653118354,-0.614215234,214.143486,37.89491992,52.10508008,0.78795116,0.043273723,-0.614215234,86.85651398,37.89491992,52.10508008,-0.427734623,0.756018386,-0.495458668,330.5,29.7,60.3,OBLICUA,3
9,9.423,-83.53,18.9,3.2,130,45,133.1,2.8,58.9,-55.7,-0.207207394,0.456836645,0.865081138,335.6023818,59.89197148,30.10802852,-0.973251838,-0.185950965,-0.134918862,259.1833435,7.753928081,82.24607192,-0.099226793,0.869897993,-0.483147519,353.4925594,28.89117401,61.10882599,INVERSA,-0.353680863,-0.925582136,-0.134935383,200.9127171,7.754883446,82.24511655,-0.412835224,0.283916687,-0.865423823,304.5172367,59.93113553,30.06886447,-0.839331237,0.250377765,0.482528807,286.6101716,28.85069305,61.14930695,NORMAL,3
10,9.479,-84.9,23.8,4.7,150.9,15.2,-144.6,275.3,81.3,102.5,-0.221221856,0.787696916,0.574973442,344.3127931,35.09777234,54.90222766,-0.401550877,0.46370961,-0.789765972,319.1089654,52.16364663,37.83635337,0.888716931,0.405594584,-0.213717687,65.46888823,12.34030771,77.65969229,OBLICUA,-0.577869684,-0.207310395,0.789359885,250.2645827,52.12573194,37.87426806,-0.814095155,0.078181721,-0.575444782,275.485584,35.13078647,54.86921353,-0.057582171,0.975146152,0.213949235,356.6206207,12.35388855,77.64611145,OBLICUA,3
11,9.469,-84.691,16,2.6,255.8,21.5,-13.2,153.5,85.2,69,-0.228004307,0.767815726,0.598726187,343.4611152,36.77872189,53.22127811,0.274469887,0.640670208,-0.717082956,23.19080352,45.81416608,44.18583392,0.934173601,-0.000834306,0.356817862,90.05117057,20.90489816,69.09510184,OBLICUA,-0.516535674,-0.468090855,-0.716995013,227.8167503,45.80693722,44.19306278,0.112270253,0.79309872,-0.598656672,8.05719797,36.77374935,53.22625065,-0.848873541,0.389724739,0.357111103,294.6602397,20.92288458,69.07711542,OBLICUA,3
12,9.683,-84.917,27.9,3.3,101.2,39.1,-66.1,310.9,54.8,71.8,-0.985245969,0.096956269,-0.141031426,275.6202778,8.107534822,81.89246518,0.110321981,-0.270195884,-0.956463928,157.7896242,73.03122054,16.96877946,0.130841285,0.957911095,-0.255512997,7.777910763,14.80398477,75.19601523,NORMAL,-0.288668533,0.042139211,0.956501315,278.3052524,73.03856185,16.96143815,-0.584808886,-0.798769086,-0.141302915,216.2092609,8.123247353,81.87675265,-0.758069288,0.600160174,-0.255222885,308.368507,14.78679254,75.21320746,INVERSA,3
13,9.618,-84.929,20.6,3.1,104.6,29,-59.3,318.7,65.4,74.2,-0.937345393,0.128894415,-0.323681703,277.8296419,18.88572547,71.11427453,0.273860431,-0.301719303,-0.913217349,137.7710341,65.95382211,24.04617789,0.215369634,0.944643685,-0.247516118,12.84335666,14.33057739,75.66942261,NORMAL,-0.382040015,-0.143153808,0.912990917,249.4585768,65.92200269,24.07799731,-0.466625794,-0.822862211,-0.324280975,209.5565518,18.92201875,71.07798125,-0.797687781,0.54991342,-0.247567032,304.5817693,14.33358827,75.66641173,INVERSA,3
14,9.222,-83.978,19.6,3.2,203.4,40,54.7,340.7,58.3,-115.9,-0.370061292,-0.173692429,-0.912625652,244.856459,65.87075695,24.12924305,0.731084196,-0.660582277,-0.170724789,132.0998712,9.829962499,80.1700375,0.573210728,0.730384827,-0.371439721,38.12505183,21.80443604,68.19556396,INVERSA,-0.017807013,-0.985348263,-0.16962226,181.035325,9.765857199,80.2341428,0.37987736,0.150260044,-0.912751396,68.4187838,65.88838697,24.11161303,-0.924865451,0.080689033,-0.371635814,274.9860924,21.8165376,68.1834624,NORMAL,3
15,9.652,-84.877,24.7,3.5,316.2,33.8,-131.4,89.6,65.3,113.9,-0.239823513,-0.92569457,0.292530761,194.5245154,17.00952992,72.99047008,0.304699922,-0.357870783,-0.882658745,139.5881162,61.9647685,28.0352315,-0.92176062,0.122548221,-0.367884891,277.5730715,21.58523205,68.41476795,NORMAL,-0.374262513,-0.283872457,-0.882804621,232.8202328,61.98255631,28.01744369,0.910530763,-0.292842152,-0.291851338,107.8286724,16.9688255,73.0311745,0.175673849,0.913049781,-0.368074445,10.89081301,21.59691222,68.40308778,INVERSA,3
16,9.233,-84.311,15.1,3.5,231.1,31.2,-9.8,132.7,84.9,59.2,-0.072367778,-0.836941922,-0.542486059,184.9418971,32.85303656,57.14696344,0.642509348,0.376895669,-0.667181678,59.60413491,41.84991626,48.15008374,-0.762852962,0.39683482,-0.510467907,297.4833747,30.6950018,59.3049982,OBLICUA,-0.723466637,-0.174927692,-0.667829565,256.4072805,41.89976978,48.10023022,0.311744926,0.780338045,-0.542114044,21.776701,32.8276673,57.1723327,-0.615963575,0.600393903,0.510015721,314.2666401,30.66487689,59.33512311,OBLICUA,3
17,9.322,-84.806,30.4,3.2,345.6,26.5,-130,122.4,70,107.8,-0.241220044,0.888165608,-0.391119857,344.8053595,23.02419814,66.97580186,0.398148088,-0.276971232,-0.874508455,124.8243581,60.98685467,29.01314533,0.885037282,0.366672591,0.286810426,67.495682,16.66709687,73.33290313,NORMAL,-0.250779497,-0.415162861,-0.874499539,211.1341126,60.98580141,29.01419859,0.871269877,0.296911325,-0.390810013,71.18191793,23.00491018,66.99508982,-0.42189862,0.859932244,-0.287259622,333.8665793,16.69396453,73.30603547,INVERSA,3
18,9.556,-84.87,18.5,3.3,274,33.3,-17.7,169.1,80.4,57.9,-0.61350974,0.632377557,0.47297402,315.8676256,28.22752043,61.77247957,0.161034417,0.686538961,-0.709036086,13.20064529,45.15654267,44.84345733,0.7730936,0.358835449,0.523032891,65.1013812,31.5359126,58.4640874,OBLICUA,-0.481924847,-0.515479177,-0.708540514,223.0732014,45.11629125,44.88370875,-0.218248466,0.853772858,-0.47269389,345.6606547,28.20930536,61.79069464,-0.848596517,0.073165051,0.523956894,274.9277921,31.59804835,58.40195165,OBLICUA,3
19,9.638,-84.877,12.1,2.9,75.1,37.3,-25.3,324.5,75,55.4,-0.482009772,0.789778883,-0.379362486,328.6038753,22.29419917,67.70580083,-0.346171643,-0.569416847,-0.745606899,211.2971182,48.21125347,41.78874653,0.804879975,0.228065276,-0.547863538,74.17975503,33.22056586,56.77943414,OBLICUA,-0.63603652,-0.200241858,0.745225297,252.5245587,48.17845388,41.82154612,-0.157218469,-0.911860622,-0.379199893,189.7824754,22.28413101,67.71586899,-0.755473294,0.358348161,-0.548494939,295.3766681,33.26382062,56.73617938,OBLICUA,3
20,9.407,-84.807,25.8,4.7,303.8,40.2,-95.3,116.8,50.1,94.5,-0.789816392,-0.607336579,0.085629123,232.4411848,4.912202876,85.08779712,-0.031281291,-0.099541588,-0.994541579,197.4455076,84.0107992,5.989200796,-0.612545139,0.788183831,-0.059621306,322.1470687,3.418076273,86.58192373,NORMAL,-0.0555796,-0.090230598,-0.994368819,211.6319422,83.91666967,6.083330328,0.912818319,0.39894239,-0.08722205,66.39252265,5.003813651,84.99618635,-0.404565971,0.91252584,-0.060191084,336.0900197,3.450780903,86.5492191,INVERSA,3
21,9.433,-84.782,21.5,4.4,351.3,40.2,-97.5,161.5,50.2,96.3,-0.058797438,-0.994420521,0.087582473,183.3838073,5.024543688,84.97545631,0.07927571,-0.092108458,-0.99258823,139.2821503,83.01981054,6.980189461,-0.995117191,0.051418482,-0.084249134,272.9578871,4.832848551,85.16715145,NORMAL,-0.043958638,0.113162092,0.992603636,338.7709784,83.02707806,6.972921943,0.388715535,0.917207661,-0.087351818,22.9673859,5.011277294,84.98872271,0.920308574,-0.382000587,0.084307063,112.5423019,4.836179487,85.16382051,INVERSA,3
22,9.401,-84.841,20.1,4.5,194.6,30.2,109.8,37.2,61.8,-78.8,-0.176506624,-0.272610689,0.945795339,212.9217543,71.04876712,18.95123288,0.002809878,-0.961017346,-0.276473807,179.8324757,16.04986272,73.95013728,-0.984295441,0.046141889,-0.170391931,272.6839517,9.810607502,80.1893925,INVERSA,-0.465548078,0.840503048,0.277163514,331.0182736,16.09098703,73.90901297,-0.287994812,0.152253046,-0.945451214,297.8638828,70.98814881,19.01185119,0.836853617,0.519974649,-0.171179404,58.14546353,9.856399184,80.14360082,NORMAL,3
23,9.527,-84.68,27.8,4.4,143.2,24.9,-116.8,294,68,101.8,-0.265983068,-0.8877773,-0.375638752,196.6785114,22.06379713,67.93620287,-0.090696283,0.410994171,-0.907115194,347.5556783,65.10968814,24.89031186,-0.959701616,0.207208244,0.189835592,282.1836532,10.9431897,79.0568103,NORMAL,-0.303250107,-0.293300649,0.906649933,225.9555082,65.04642627,24.95357373,-0.894623568,-0.240027073,-0.376876208,254.981274,22.14032153,67.85967847,-0.328158566,0.925398149,0.189605438,340.4748125,10.92975889,79.07024111,INVERSA,3
24,9.393,-84.626,17.1,4.4,202.3,20,-87.8,24.6,70,89.2,-0.318604076,0.848371702,0.422796522,339.4164456,25.01126991,64.98873009,-0.135065107,0.400857452,-0.906129527,341.3792455,64.97584364,25.02415636,0.938215785,0.345801618,0.013129404,69.76744259,0.752281049,89.24771895,NORMAL,-0.166961015,0.388391055,-0.906243018,336.7381642,64.99122047,25.00877953,0.386245373,-0.819916494,-0.422553493,154.7758639,24.99590543,65.00409457,0.907159595,0.420582133,0.013120158,65.12636818,0.751751239,89.24824876,INVERSA,3
25,9.547,-84.351,20.9,4.5,179.2,24.9,63.2,330,68,-101.8,-0.314951147,0.279191331,-0.907115194,311.5556783,65.10968814,24.89031186,0.306637582,-0.874567848,-0.375638752,160.6785114,22.06379713,67.93620287,0.898208867,0.396463466,-0.189835592,66.18365318,10.9431897,79.0568103,INVERSA,-0.332225806,-0.864633065,-0.376876208,201.018726,22.14032153,67.85967847,0.323392185,0.270930605,-0.906649933,50.04449183,65.04642627,24.95357373,-0.88602681,0.423091325,-0.189605438,295.5251875,10.92975889,79.07024111,NORMAL,3
26,9.4071,-84.6348,11,3.85,137,52,87,312.1,38.1,-86.2,-0.11058687,-0.064327145,-0.991782518,239.8139152,82.64970336,7.350296635,0.64944267,0.750704753,-0.12110571,40.86343135,6.955920503,83.0440795,-0.752326234,0.657498588,0.041241296,311.151967,2.36362257,87.63637743,INVERSA,-0.767112273,-0.629979761,0.121096081,230.6059484,6.955364724,83.04463528,-0.119648941,-0.044951748,-0.9917981,249.4089514,82.65668515,7.343314846,-0.630256211,0.775309513,0.040893374,320.8920226,2.343671265,87.65632873,NORMAL,3
27,9.5061,-84.8538,14,5.21,286,24,82,97.3,66.2,-86.5,-0.311316799,-0.191644776,-0.930781462,238.3837939,68.55696013,21.44303987,0.86424652,0.350194822,-0.361166914,67.94208735,21.17187749,68.82812251,-0.395170601,0.916861967,-0.0566068,336.6837948,3.245065345,86.75493466,INVERSA,-0.929723981,-0.075579794,0.360417833,265.3524898,21.12585878,68.87414122,-0.353736218,-0.08883525,-0.931117064,255.9026125,68.60961971,21.39038029,-0.102391444,0.993174704,-0.055856951,354.1138809,3.202034106,86.79796589,NORMAL,3
28,9.5173,-83.7567,21,4.1,28,53,-92,204.7,37,87.3,-0.486570086,0.862540455,0.138829088,330.5721,7.980096314,82.01990369,-0.043670425,0.134696907,-0.989924056,342.0366561,81.85959834,8.140401659,0.872549394,0.487730158,0.027871977,60.79605808,1.597153505,88.40284649,NORMAL,-0.088155654,0.111951491,-0.989795658,321.7815092,81.80780772,8.192192279,0.443800218,-0.885178229,-0.139645512,153.3722694,8.027334074,81.97266593,0.891779091,0.45158207,-0.02834937,63.14310601,1.624516887,88.37548311,INVERSA,3
29,9.4569,-83.7227,24,3.7,84,87,-13,353.3,77,176.9,-0.638530199,0.759891023,0.121839314,319.9599396,6.998266533,83.00173347,-0.766008641,-0.612268043,-0.195853533,231.3647772,11.29458894,78.70541106,0.074229023,0.218388363,-0.973034724,18.7726194,76.66414613,13.33585387,TRANSCURRENTE,-0.621869407,0.758113047,-0.196323836,320.6384556,11.32206876,78.67793124,0.782637875,0.610443691,-0.121804996,52.04639958,6.996285514,83.00371449,-0.02750269,0.22939727,0.97294424,353.1633779,76.64168833,13.35831167,TRANSCURRENTE,3
30,9.5033,-83.7509,20,4.5,209,43,-52,75.9,57.5,119.9,-0.050609443,0.989259289,0.137130392,357.0713627,7.881828226,82.11817177,0.416985233,0.145696164,-0.897159932,70.74039878,63.78722827,26.21277173,0.907503168,-0.011776584,0.419880117,90.74348028,24.82701898,65.17298102,NORMAL,-0.344835249,-0.276816955,-0.896917513,231.2441989,63.75580043,26.24419957,0.811965652,-0.567385257,-0.13706112,124.9450752,7.877821382,82.12217862,0.470956932,0.775529718,-0.420420296,31.26910806,24.86112534,65.13887466,INVERSA,3
31,9.506,-83.7538,29,4.7,222,46,-49,93.4,57.1,124.2,-0.243660073,0.96390526,0.107314578,345.813713,6.160535767,83.83946423,0.43704656,0.207903953,-0.875080711,64.55947031,61.05452915,28.94547085,0.865806025,0.166320763,0.471929371,79.12598555,28.15960923,61.84039077,NORMAL,-0.251976499,-0.41312395,-0.875120818,211.3802485,61.05927764,28.94072236,0.933335269,-0.342703455,-0.106956144,110.1623016,6.139880139,83.86011986,0.255720783,0.843731559,-0.47193637,16.86116976,28.16006406,61.83993594,INVERSA,3
32,9.5057,-83.7539,18.7,3.8,208,41,-81,39.9,49.6,97.7,-0.367575394,0.926926602,0.075467899,338.369057,4.328107147,85.67189285,0.068003879,0.107721136,-0.991852625,32.26403737,82.68116776,7.318832245,0.927504071,0.35944851,0.102630243,68.81646552,5.890651824,84.10934818,NORMAL,-0.126777414,0.003923416,-0.991923432,271.7725827,82.71308333,7.28691667,0.564049601,-0.822296424,-0.075343477,145.552045,4.320957953,85.67904205,0.815950694,0.569045867,-0.102035613,55.10799365,5.85640221,84.14359779,INVERSA,3
33,9.4688,-83.7837,34,4.1,258,58,4.4,350.3,86.3,-32.1,-0.411854912,0.808315854,0.420714881,333.0001456,24.87972911,65.12027089,0.761258163,0.558962973,-0.32870413,53.71157502,19.19014032,70.80985968,0.5008608,-0.184894226,0.845548688,110.261772,57.73077103,32.26922897,OBLICUA,-0.713419195,-0.618520412,-0.329341088,229.0753553,19.22878713,70.77121287,-0.475635896,0.772569185,-0.420603554,328.3812725,24.87269823,65.12730177,-0.514590659,0.143420205,0.845356196,285.5735451,57.71011943,32.28988057,TRANSCURRENTE,3
34,9.4421,-84.6174,8,3.86,301,88,-84,192.6,6.3,161.5,-0.664844499,-0.313249754,-0.678127115,244.7719478,42.69746198,47.30253802,0.546634673,0.414680371,-0.727482456,52.81582583,46.67575261,43.32424739,-0.509089704,0.854350503,0.104464787,329.2101648,5.996331555,84.00366845,OBLICUA,-0.622694419,-0.288196718,0.72745743,245.1642591,46.67366278,43.32633722,-0.58884126,-0.439647045,-0.678215634,233.253847,42.70436324,47.29563676,-0.515284029,0.85067804,-0.104063643,328.795314,5.973221719,84.02677828,OBLICUA,3
35,9.4353,-83.8912,10.56,3.6,246,82,-0.3,156,89.7,172,-0.35255604,0.930982188,0.094743889,339.2586953,5.436579261,84.56342074,0.926819183,0.361367639,-0.102076598,68.69914465,5.858762788,84.14123721,0.12926887,-0.051822733,0.990254494,111.8454075,81.99441355,8.005586448,TRANSCURRENTE,-0.352294896,0.930301883,0.10211128,339.2588848,5.86076038,84.13923962,0.927499488,0.361628784,-0.094706509,68.69936488,5.434427852,84.56557215,0.125032022,-0.06134354,0.990254494,116.1336144,81.99441355,8.005586448,TRANSCURRENTE,3
36,9.3987,-83.8692,35,5.1,288,53,74,82.5,39.9,-69.9,-0.20826861,0.137264717,0.968391751,303.3878939,75.55596683,14.44403317,-0.865893774,-0.486281232,-0.117296783,240.6816705,6.736117793,83.26388221,-0.454810024,0.862953626,-0.22013378,332.2090306,12.71689067,77.28310933,INVERSA,-0.923044653,0.366622107,-0.116519523,291.6623739,6.691276576,83.30872342,0.023658651,-0.248215694,-0.968415839,174.5553077,75.561501,14.438499,0.38396463,0.896647757,-0.220440384,23.18169231,12.7349002,77.2650998,NORMAL,3
37,9.4189,-83.8687,26,3.9,48,86,1.5,138.1,88.5,-4,-0.050258505,0.996432932,-0.067790084,357.1125382,3.887066763,86.11293324,-0.998146887,-0.052444477,-0.030860467,266.9923398,1.7684553,88.2315447,0.034305601,-0.06611346,-0.99722221,152.5756612,85.72842614,4.271573859,TRANSCURRENTE,-0.997955086,-0.05600983,0.030798475,266.7876674,1.764901747,88.23509825,0.05382087,-0.996244948,-0.067818271,176.9076742,3.888685464,86.11131454,-0.034481315,0.066021987,-0.99722221,332.423277,85.72842614,4.271573859,TRANSCURRENTE,3
38,9.45,-84.63,11,4.56,109,60,82,273.3,31,-76.4,-0.280010756,0.007665273,-0.95996626,271.568076,73.73289254,16.26710746,0.87800827,0.406403201,-0.252859479,65.16202349,14.64678615,75.35321385,-0.388195124,0.913661689,0.120527441,336.9804091,6.922543662,83.07745634,INVERSA,-0.961291498,0.111119029,0.252133332,276.5937542,14.60378779,75.39621221,-0.234125445,0.15304716,-0.96008429,303.1725348,73.75705219,16.24294781,0.145271924,0.981951694,0.121107141,8.415412448,6.956003143,83.04399686,NORMAL,3
39,9.579,-84.856,11,4.64,110,72,75,249.1,23.3,-51.5,-0.496202016,0.014155286,-0.868091693,271.6340486,60.23763353,29.76236647,0.767681763,0.47417136,-0.431075669,58.29776117,25.53584416,64.46415584,-0.40552222,0.880318777,0.246151539,335.266658,14.24989633,75.75010367,INVERSA,-0.579075648,0.692313757,0.430549714,320.0897,25.50245142,64.49754858,-0.056494918,0.49275958,-0.868329615,353.4595925,60.2651064,29.7348936,0.813314034,0.527152405,0.246232865,57.05056562,14.25470391,75.74529609,NORMAL,3
40,9.42,-84.55,25,6.52,109,74,91,292.6,16,-93.5,-0.454406825,-0.169516613,-0.874516183,249.5419535,60.9877677,29.0122323,0.830958856,0.273070284,-0.484706096,71.80840616,28.99321844,61.00678156,-0.320970118,0.946940726,-0.01677633,341.2756632,0.961257988,89.03874201,INVERSA,-0.789698202,-0.375478039,0.485173157,244.5703003,29.02381783,60.97618217,-0.429821547,-0.225675845,-0.87425617,242.298486,60.95706546,29.04293454,-0.437755854,0.898936402,-0.016827258,334.0352663,0.964176371,89.03582363,NORMAL,3
41,9.4095,-84.578,9,3.74,121,84,86,267.2,7.2,-56.4,-0.564991587,-0.281936681,-0.775432921,243.4803265,50.84429917,39.15570083,0.64058538,0.442447042,-0.62760735,55.36748212,38.87381696,51.12618304,-0.520033535,0.851323865,0.06937434,328.581213,3.978052206,86.02194779,OBLICUA,-0.653025422,0.423712914,0.627714238,302.9773608,38.88168379,51.11831621,-0.475989073,0.415054392,-0.775347828,311.0878757,50.8365785,39.1634215,0.589060439,0.805106961,0.069358352,36.19125056,3.977133938,86.02286606,OBLICUA,3
42,9.3885,-84.5891,13,3.93,102,56,81,266.2,35,-76.9,-0.214399455,0.067515084,-0.974409866,287.479384,77.01014139,12.98985861,0.93241618,0.311278273,-0.183591678,71.53890311,10.57903522,79.42096478,-0.290917412,0.947917481,0.129690049,342.9386651,7.451681816,82.54831818,INVERSA,-0.956980417,0.224182373,0.184202999,283.1843726,10.61466908,79.38533092,-0.147604202,0.170423664,-0.974252931,319.104112,76.97019929,13.02980071,0.249802885,0.959530113,0.130001849,14.59239548,7.469699175,82.53030082,NORMAL,3
43,9.3836,-84.5899,12,3.59,114,80,92,305.4,10.2,-101.2,-0.514019167,-0.255869152,-0.818727838,243.5367348,54.95764748,35.04235252,0.75830161,0.310604555,-0.57315223,67.72572099,34.97033417,55.02966583,-0.400952571,0.91545387,-0.034369295,336.3474332,1.969603439,88.03039656,INVERSA,-0.578976878,-0.579951799,0.573098322,224.9518013,34.96656498,55.03343502,-0.374839825,-0.434879147,-0.818764455,220.759373,54.96130156,35.03869844,-0.724072428,0.688865763,-0.03439594,313.5726368,1.971130972,88.02886903,NORMAL,3
44,9.4744,-83.791,27.6,4.1,241,76,-21,145.7,69.7,165,-0.333653952,0.939722361,-0.074812601,340.4522943,4.290454855,85.70954515,0.866503912,0.274463994,-0.416941826,72.42446916,24.64166219,65.35833781,0.371276192,0.203939699,0.905849098,61.22028197,64.93788617,25.06211383,TRANSCURRENTE,-0.226292441,0.880301636,0.41696614,345.5835515,24.64319484,65.35680516,-0.973739446,-0.215414697,-0.073674964,257.5256971,4.225092681,85.77490732,-0.024964444,0.422688465,-0.905931144,356.6199749,64.94898595,25.05101405,OBLICUA,3
45,9.3231,-84.222,30,3.84,122,79,84,273.2,12.5,-61.7,-0.514017094,-0.234037168,-0.825235137,245.5197472,55.61233782,34.38766218,0.663269118,0.501612904,-0.555390468,52.90074682,33.73761343,56.26238657,-0.543930606,0.832833176,0.102607981,326.8510967,5.889369521,84.11063048,INVERSA,-0.778406229,0.292234843,0.555592062,290.5774995,33.7515042,56.2484958,-0.472791661,0.30932135,-0.825098993,303.1944976,55.59852894,34.40147106,0.412979162,0.904941489,0.102611469,24.53006263,5.889570427,84.11042957,NORMAL,3
46,9.409,-84.5738,12,3.6,104,51,103,304.1,40.8,-105.5,-0.074008809,-0.182386424,-0.980437601,202.0863427,78.64834377,11.35165623,0.992395057,0.083497923,-0.090444169,85.19058752,5.189160287,84.81083971,-0.098360291,0.979675094,-0.174819803,354.2666636,10.06817195,79.93182805,INVERSA,-0.703774335,-0.704694307,0.090042315,224.962576,5.166041439,84.83395856,0.061416578,-0.18662111,-0.980510359,161.7837435,78.66954286,11.33045714,-0.707763865,0.684527936,-0.174619061,314.0438807,10.05649059,79.94350941,NORMAL,3
47,9.5491,-84.5659,11,3.83,260,64,139,149.1,53.9,-147.1,-0.518284656,-0.450505263,0.726929174,229.00206,46.62956981,43.37043019,-0.733491411,0.671227158,-0.106978752,312.4620217,6.141182964,83.85881704,0.439740112,0.588641751,0.678328477,36.76127583,42.71316205,47.28683795,TRANSCURRENTE-INVERSA,-0.09981541,0.989312539,0.106290097,354.2387127,6.101499649,83.89850035,-0.686623722,0.008827297,-0.726959383,270.7365591,46.63209035,43.36790965,0.720128287,0.14554305,-0.678404357,78.57402932,42.71907934,47.28092066,NORMAL-TRANSCURRENTE,3
48,9.5341,-84.156,31,4.01,311,55,99,146.4,36,-102.6,-0.062251939,-0.200682251,0.977676496,197.2339694,77.87085863,12.12914137,-0.81204585,-0.559333222,-0.16651692,235.4411189,9.585366794,80.41463321,-0.580263934,0.804284142,0.128143612,324.19082,7.362331886,82.63766811,INVERSA,-0.410475683,-0.896552326,-0.166444108,204.6001046,9.58113589,80.41886411,-0.049533187,0.204183316,-0.977678698,346.363941,77.87145924,12.12854076,-0.91052522,0.393068824,0.12822138,293.3495969,7.366824748,82.63317525,NORMAL,3
49,9.4394,-84.074,64,4.12,304,77,-68,184.9,25.4,148.4,-0.841584296,-0.248144488,-0.479750128,253.5716371,28.66908378,61.33091622,0.300802419,0.522405082,-0.79787896,29.93346696,52.92803267,37.07196733,-0.448613171,0.815792403,0.365005451,331.1931239,21.40791815,68.59208185,NORMAL,-0.597379102,-0.082724036,0.797680978,262.115919,52.90921919,37.09078081,-0.545564694,-0.687112955,-0.479828045,218.4494221,28.67417194,61.32582806,-0.587790246,0.721825825,-0.365335606,320.8437168,21.42823793,68.57176207,INVERSA,3
50,9.3485,-84.4782,12,3.27,134,63,93,320.6,27.2,-95.9,-0.196897396,-0.241587541,-0.950193073,219.1805399,71.84058863,18.15941137,0.709523632,0.633733071,-0.308153551,48.22937522,17.94799007,72.05200993,-0.676614832,0.734859072,-0.046631678,317.3629604,2.672767626,87.32723237,INVERSA,-0.546064625,-0.779303592,0.307407445,215.0192542,17.90306033,72.09693967,-0.135753185,-0.279782269,-0.950417253,205.8831302,71.8818471,18.1181529,-0.826670731,0.56072078,-0.046986255,304.1485711,2.693105687,87.30689431,NORMAL,3
51,9.5907,-84.8209,21,3.86,97,77,134,353.9,45.5,-161.6,-0.51041768,-0.557557864,-0.654677799,222.4726186,40.89522348,49.10477652,0.85727852,-0.389625886,-0.336548967,114.4413974,19.66675738,70.33324262,0.067433895,0.733021758,-0.676854321,5.256096603,42.59831498,47.40168502,TRANSCURRENTE-INVERSA,-0.596939913,0.728342659,-0.336421924,320.6624118,19.65902759,70.34097241,0.704127255,0.274634549,-0.654813464,68.6924564,40.90550732,49.09449268,0.384535497,0.627768138,0.676786241,31.4892953,42.5930162,47.4069838,NORMAL-TRANSCURRENTE,3
52,9.5601,-84.7502,15,3.62,119,70,84,281.9,20.8,-74,-0.40662263,-0.140886121,-0.902667789,250.8898834,64.51098258,25.48901742,0.755682281,0.503390012,-0.418978264,56.33083807,24.77009781,65.22990219,-0.513422172,0.852496098,0.098224626,328.9412313,5.636945674,84.36305433,INVERSA,-0.907651427,0.007913591,0.419650165,270.4995353,24.81250295,65.18749705,-0.41624707,0.111468732,-0.902392985,284.9917373,64.47441921,25.52558079,0.053919041,0.993736432,0.097880744,3.105760273,5.617147314,84.38285269,NORMAL,3
53,9.502,-84.6671,18,5.97,111,60,83,277.2,30.7,-78.1,-0.274970919,-0.013245913,-0.961361295,267.2420768,74.02071638,15.97928362,0.86842692,0.425663395,-0.254254514,63.88800642,14.72941609,75.27058391,-0.412584146,0.904784626,0.105541947,335.4868907,6.058391354,83.94160865,INVERSA,-0.966685728,0.024846451,0.254757449,271.4723331,14.75921333,75.24078667,-0.250362327,0.115339141,-0.961257295,294.7349987,73.9990853,16.0009147,0.053267338,0.993015376,0.105276086,3.07051778,6.043073312,83.95692669,NORMAL,3
54,9.4965,-84.6986,12,3.54,270,84,7,0.7,83,-6,-0.694225474,0.701836114,0.159615351,315.3123453,9.184570511,80.81542949,-0.712240879,-0.701836114,-0.01178978,225.4215742,0.6755203,89.3244797,-0.103749324,0.121869343,-0.98710888,319.591717,80.79019133,9.209808671,TRANSCURRENTE,-0.694496314,-0.719382167,0.012812789,223.9916339,0.7341388,89.2658612,-0.711644979,0.684185306,-0.15953649,313.8729859,9.179993456,80.82000654,-0.106001384,0.119915661,0.98710888,318.5244068,80.79019133,9.209808671,TRANSCURRENTE,3
55,9.48,-84.86,16,4,109,67,97,306.4,24,-106,-0.328088988,-0.204110179,-0.92233218,238.1134989,67.26944797,22.73055203,0.902778062,0.219711335,-0.369754919,76.32170206,21.70050331,68.29949669,-0.278117577,0.953973775,-0.112181322,343.746702,6.441074558,83.55892544,INVERSA,-0.615631143,-0.696032436,0.369509327,221.4923184,21.68535943,68.31464057,-0.152646188,-0.354690489,-0.922439049,203.2853269,67.28529983,22.71470017,-0.773108943,0.624286396,-0.112111813,308.9209162,6.437066687,83.56293331,NORMAL,3
56,9.5098,-84.4357,14,3.51,212,59,-63,76.7,40.2,127.1,-0.220903586,0.95930958,-0.17585999,347.0323526,10.12870806,79.87129194,0.421473884,-0.068709267,-0.90423382,99.25898982,64.72028842,25.27971158,0.879523377,0.273868886,0.389145811,72.70428401,22.90135972,67.09864028,NORMAL,-0.123079988,-0.409192956,-0.904108645,196.7406123,64.70349877,25.29650123,-0.765252301,0.619185811,-0.176062058,308.9772346,10.14046923,79.85953077,-0.631854598,-0.670201504,0.389345233,223.3130673,22.91376402,67.08623598,INVERSA,3
